100000 199999
8514 72391 975
16491 71001 285
22135 64470 1
21513 88731 310
5779 97107 953
61376 88289 358
87384 91137 147
67673 43033 908
90135 76408 201
55289 99328 214
71647 76747 428
71722 44907 116
5375 10736 869
95591 18308 706
66482 30799 410
79636 70719 989
52616 40879 588
52185 43070 458
26037 70323 700
84211 40787 112
39425 15579 47
19913 71578 404
95092 68085 441
98741 24932 214
87252 99199 35
16074 70771 519
8490 93034 632
13271 63229 827
26333 57114 312
10140 36617 181
55228 94733 235
37780 2809 884
85531 48013 179
76594 98450 794
47265 78753 490
38502 85238 407
51247 80262 576
55616 42080 666
2602 5906 211
67 25539 784
60764 23574 115
3980 41533 825
21475 70390 477
20457 85162 982
23297 29781 426
76442 15421 764
46438 39237 90
5996 82826 738
97940 95118 928
17848 96699 356
91265 42092 419
24741 51602 326
46129 19990 463
22083 13095 433
57081 38347 656
77423 58217 627
77391 9066 909
99854 95520 491
4842 42674 843
29615 96034 903
20546 78359 600
91880 71768 709
40937 77987 663
61464 44745 483
90361 27489 611
73778 22659 654
82272 25148 432
68278 96955 44
95787 30988 160
38420 6186 304
40926 6739 485
3649 8531 388
23030 64300 759
8140 4779 379
1704 68027 484
22179 96521 226
77745 38398 267
21456 19523 365
19825 70214 153
96798 31659 313
71300 69014 773
71908 41335 923
51910 96799 573
23754 6076 678
11739 90410 227
79018 33887 797
49918 51895 546
42799 28813 239
49136 77447 477
83568 16693 466
42431 43631 341
60095 76350 30
79830 73601 575
60051 26309 353
12251 18119 706
34426 43316 574
88153 75577 371
90232 88798 160
52198 53118 572
1019 95865 969
61194 14915 362
53380 38028 102
7162 95241 114
18329 88542 476
77413 5489 108
96463 23402 221
76467 80677 105
2855 47706 595
68773 93212 992
66055 14275 365
24179 15767 432
46437 16358 718
21299 44459 314
93105 83450 618
75148 87910 159
33618 89939 274
55808 53856 887
46655 5005 598
57653 65023 562
26015 14562 978
67069 95474 561
74653 73913 229
82975 90943 632
99704 53174 310
97304 35207 731
90657 74243 316
19007 98728 152
15834 92718 209
10559 4509 20
28882 28717 651
25335 36935 193
44695 7414 494
37976 28147 193
95467 14538 277
71036 60518 777
31839 24845 596
95052 52903 982
51373 93151 818
25403 9565 313
64733 86283 502
86997 16748 290
60555 82357 189
94644 61986 564
2567 49176 429
51079 69975 612
23450 73097 705
16342 26886 30
25765 31400 341
7501 41127 53
42475 52539 270
48967 16403 805
2123 8352 957
30305 24196 330
71944 2430 622
25739 34992 97
30669 24044 580
65924 84848 8
25952 96973 702
84380 5096 199
95096 37722 457
23617 32893 73
60493 74317 435
33774 35200 847
32178 83109 987
10466 79141 625
5083 18400 928
23980 30882 611
43921 86500 717
27424 70104 937
49244 43651 862
95741 99835 331
69011 87634 24
38108 34376 673
78033 63950 964
17042 69331 521
87460 65645 821
11140 41930 51
11677 4576 750
25277 55483 731
78592 72895 920
98919 32025 833
6660 15870 193
31088 69295 133
26114 56331 27
71050 76112 131
5406 20783 611
31579 73065 523
41730 99222 782
69526 10049 76
60680 86531 243
6560 21165 207
9309 29427 750
47855 79128 201
14258 86435 949
42537 21028 608
4292 10754 642
40189 14847 245
37947 72163 123
61460 92654 655
87571 7094 849
61579 35854 269
94966 75495 299
84706 78696 496
88395 78798 391
57789 89737 561
8096 68337 578
86594 31941 364
32840 51408 572
78081 18761 584
62874 28712 274
4396 56478 135
27592 72045 687
70976 16803 160
20014 36125 310
70119 49865 18
87012 34616 353
59582 55662 995
98355 46293 502
48912 77099 894
81543 18728 843
45765 32937 468
78896 38967 752
79119 85039 635
77673 8041 38
59279 56160 806
9711 93841 144
9872 67050 925
75858 2222 131
24860 28719 742
33034 35317 738
56540 92665 943
46792 99082 325
64684 30887 658
1522 55737 407
69054 78176 349
3966 30756 400
56982 18174 396
7237 82832 540
26103 27903 274
50215 89472 395
83790 80963 14
80479 91490 829
37156 70694 356
35892 6159 791
31698 6123 773
91733 74876 294
7666 4161 382
15538 61400 508
96527 77293 987
11737 63875 390
90934 60166 895
95707 62135 72
3629 4190 787
40385 51699 928
70396 1072 426
87993 53019 666
9733 53516 15
9784 20683 61
65344 9943 126
26989 50492 354
75846 3962 19
82673 39520 812
33006 6960 559
2268 80093 561
51224 90275 474
74863 45780 147
69688 14656 681
54411 27098 453
49364 59387 7
26472 38813 322
9379 73027 255
42474 37175 354
6246 58346 805
37400 71190 862
56076 58592 697
35780 97452 584
26791 32313 612
17637 1709 689
84017 67852 487
93510 92552 928
8427 60746 62
13488 41637 463
44317 97599 373
97104 16451 572
21324 97933 992
10647 68792 466
78091 51014 577
83269 1446 739
58983 66987 930
50867 58995 430
80770 49725 270
63434 42398 949
68600 50095 737
80383 53667 966
62426 92770 341
82109 10305 239
51741 53497 830
2995 124 910
24406 27140 255
16624 89214 324
46107 35119 571
38165 44811 538
88999 50120 568
98136 82867 567
47810 28345 15
28804 38736 78
75011 32042 271
18867 26044 118
50155 10026 103
60078 3225 275
17972 81377 500
1972 95582 763
1844 86202 86
11689 11718 798
98396 18656 497
10014 87903 752
67686 74079 99
59312 90095 100
841 49951 135
63991 34699 419
4221 64803 918
32135 88264 39
5511 23471 883
49072 85113 856
68071 81391 972
98071 26870 28
47309 48992 561
18459 88224 614
88743 20621 155
96387 31974 148
36204 31659 598
98569 92386 710
42886 86678 474
7524 71959 847
58821 10870 847
20971 48447 846
17482 88680 180
74136 89734 885
73238 72069 682
96571 90896 753
48170 88792 37
44321 73207 925
19214 94520 944
58184 40236 726
95430 39326 530
44705 65313 407
51639 9660 801
21574 79894 220
40028 94020 307
70755 42731 903
55378 69891 406
32627 60533 903
15996 8646 589
1471 28065 476
91395 5343 818
31908 31128 615
36396 17036 653
51402 58544 764
77536 95802 919
83727 96128 18
82976 45111 142
62045 20153 452
17256 54590 101
87253 59384 202
89151 37673 941
47995 25524 808
56900 65875 403
14892 3058 422
61787 67634 70
8072 88454 284
53752 30120 240
80153 20004 964
79914 44852 327
33108 61523 846
57226 79162 7
11424 55262 549
83879 12808 984
73124 25288 185
95138 76637 152
88391 91366 306
12400 61002 893
90447 98357 575
53866 74612 927
16513 1072 707
64811 51694 9
64252 17038 347
97873 28826 881
6076 49528 742
95738 10266 688
73389 97100 950
16345 23410 473
64288 61314 256
31803 54617 150
70366 12678 173
25644 80137 507
7632 80889 947
71125 75673 334
25436 22343 885
40051 84954 26
29589 12082 116
79945 30607 481
49742 28050 226
21516 23285 349
95434 38441 828
63095 32434 685
93153 73353 444
4559 67267 72
18520 89796 26
63422 40046 444
19024 42022 78
92198 46707 522
5115 85854 270
79371 83753 86
31025 56343 625
2235 66536 546
24375 60036 844
26784 12627 107
36513 95871 540
11007 97710 68
78540 95266 994
98687 67568 33
25836 31115 820
41837 3931 87
91530 6540 419
41184 88913 498
50322 43831 190
83795 38457 479
12238 89100 119
15276 87207 7
38574 34871 775
60206 54196 438
9131 18951 146
50943 60704 53
48166 90649 531
97127 58129 363
40673 63952 947
13024 59142 397
3611 1928 187
91408 72444 79
27599 49533 912
97802 77670 464
30541 20916 251
20849 72604 110
87185 45554 468
92403 8479 375
6537 1731 336
34096 20753 247
26379 62724 238
25560 74861 682
18293 31428 373
78024 82570 665
39665 47049 6
19971 33985 106
452 24691 664
20270 21608 238
30901 15749 994
94066 38905 650
76622 1135 418
69185 55768 147
55419 18700 309
2112 94321 813
80606 15726 422
84024 79177 924
93826 35464 17
3849 53260 309
39538 21806 596
23779 62499 957
93227 91523 164
39572 16026 929
85458 39247 339
41461 69269 455
89384 98441 289
19110 88405 619
38412 71350 60
10901 82946 509
46859 47638 889
2063 10832 746
65099 3044 368
77471 21696 558
70931 96227 266
66117 68025 746
24919 14660 963
51433 46796 298
93884 82749 781
98443 57279 986
10488 2871 843
55313 46564 573
40322 22220 178
25445 21286 518
6422 1616 333
83413 83747 620
57041 6993 361
69682 93481 364
54153 99309 860
26168 44825 181
65164 75778 738
79097 60939 764
35345 47593 125
21986 65209 255
53503 47002 839
11543 75497 780
49224 89054 527
73360 57362 741
69517 11507 256
32973 98798 760
16870 18522 524
44893 9016 147
948 19246 356
4709 47276 547
5684 66802 712
60165 23896 550
73489 88620 712
63048 1933 835
10475 17090 218
93272 49167 62
70466 43644 563
40595 2403 169
76052 56889 459
17744 26454 709
95076 48831 129
36248 34979 974
63072 27074 235
43280 21152 825
33573 55966 166
86760 95645 746
18795 274 729
48519 37966 319
80643 35379 743
53284 34977 881
60568 29509 810
11667 35186 744
69149 67121 202
59732 27536 664
32012 5119 629
22894 37200 96
71140 3133 516
17648 69897 64
63914 17095 174
27843 67067 246
82550 97413 454
97248 84069 759
32980 45048 318
65986 63629 374
74189 12005 842
78907 73456 589
2086 32483 616
98752 35746 350
40365 90476 159
48416 47238 780
53737 40094 571
64327 40986 366
8293 7441 28
1645 94344 194
81092 31903 912
67471 72435 403
90514 74337 932
66559 85386 778
6807 83807 102
31166 85504 570
91169 48472 776
3101 26967 519
42124 11820 80
42914 76106 580
72581 61212 850
31037 30420 825
44653 22185 640
14467 19017 762
97411 95858 83
51997 92174 241
46398 10266 771
51888 40784 408
62341 64261 779
7326 9681 469
73593 58495 383
40629 28988 732
29183 61574 228
64140 77876 759
62700 84288 82
21443 87880 586
52864 69179 804
53686 16854 851
35272 37672 332
91989 89481 373
47222 31631 684
94012 94914 169
86957 98052 56
30068 64890 773
31862 93699 958
82374 96035 486
6086 91996 694
66098 32402 90
27007 14977 422
53963 65986 232
52047 72793 439
66372 26094 399
12452 33830 659
106 39393 383
80130 55969 361
72749 60011 586
84905 21865 641
90568 38966 28
38580 17449 620
77714 55398 71
33807 96032 166
55729 28124 861
22186 12782 649
73250 4195 774
50076 93461 330
89096 63036 383
54675 61908 970
76814 4020 700
60658 5922 958
41024 35221 961
9926 62744 16
24162 52411 365
43448 53620 74
69572 7277 27
44586 98627 216
41305 55033 508
30081 42595 714
47507 58468 879
99822 52421 785
40636 63750 24
90452 11767 86
5384 22897 162
45759 71369 441
28361 40066 294
65280 50222 133
49671 16465 828
35585 39835 935
20000 88812 470
3771 13922 840
39523 39582 816
88105 8692 398
21961 16372 254
19923 91365 685
19034 54780 421
54341 5375 614
99807 96551 872
88714 24824 327
84103 14835 974
28988 53883 170
5363 64898 993
5326 78654 980
3982 419 331
45648 54224 848
76933 7497 52
18725 47488 911
55921 5772 330
56187 797 412
7466 99776 770
93677 35752 10
57621 81590 451
80788 54403 354
19709 58901 261
34519 42618 954
59042 37548 854
21506 60332 627
95483 49774 166
80653 85598 449
31504 3663 119
7391 94467 134
97544 30724 647
52761 27092 316
79002 87242 246
84209 52942 964
39969 60300 242
13125 65086 429
27138 49676 627
50422 56996 938
52008 9292 505
87014 22350 621
89668 71765 720
50950 1924 751
76188 60905 929
40772 45024 778
18988 62014 319
10548 51590 440
7284 36405 561
2575 23022 582
33832 77387 770
65246 39428 387
11345 7728 124
97254 75201 770
76510 79189 720
4137 16346 645
34188 64730 522
70954 55914 26
83369 86878 20
82860 77342 852
41928 89696 909
93670 5922 397
44972 67761 733
99393 66896 882
41433 32616 795
54204 2442 928
92278 41315 8
75825 42792 533
95086 96190 358
54178 11793 109
84083 68430 891
39661 31068 454
32793 66482 45
91091 78147 935
58564 71985 333
10967 83178 856
33236 7072 369
32536 44563 65
84974 24897 382
67396 43220 977
80654 76001 844
43151 84236 122
91822 48110 829
20472 85006 515
19418 69415 611
85811 17272 802
93618 7788 177
18992 24257 923
58880 60109 48
24056 90424 129
54739 97542 720
10954 37208 908
99222 43442 145
67468 40275 341
59502 90887 214
51199 66476 575
55635 41954 665
41263 23739 755
92863 15994 582
27327 20567 253
67698 841 517
59360 4735 73
53174 25286 441
22959 98722 494
45146 79217 635
4029 79828 302
70909 29861 784
2748 83651 615
5291 21040 866
50450 28382 693
31762 64634 629
69156 25612 434
26078 80468 286
10309 23647 762
39689 39599 589
16412 82344 635
68845 6135 334
14201 76329 327
74903 69159 202
52541 56493 305
94149 6366 653
58832 18588 484
97070 8459 259
20208 54756 424
6501 51725 945
55298 63992 919
76561 98179 875
16595 54024 195
9644 81408 925
98714 84375 780
62902 49902 888
49462 86870 655
65070 37602 159
1878 55294 826
1957 7074 897
76348 21634 346
96833 7676 749
82446 93366 547
91085 71126 826
82574 34220 802
49182 43211 437
70014 58422 197
91332 39211 463
86334 99456 496
2592 92286 460
82824 36747 750
87756 10810 739
80215 84648 562
16083 46917 999
29571 91726 178
13245 15658 727
64950 46398 402
25297 78077 95
20392 36855 965
88898 12802 393
57456 61429 416
89575 46008 559
81530 66911 219
52579 69059 401
52185 4880 418
88864 26372 88
15116 9967 192
81567 42562 264
92303 94263 551
67027 10977 236
94020 37611 831
17600 61170 700
10855 98874 607
22011 95290 822
3708 52208 120
78193 4017 606
54503 86584 321
44260 5308 328
11473 82409 830
21512 9624 844
22796 10736 677
98923 6687 988
35216 41091 367
34740 43698 611
27112 96494 180
99790 15686 32
65514 85999 443
41409 13991 662
20703 83312 260
14837 75559 44
71353 34542 456
62747 82833 955
66717 98058 303
91554 43284 271
95157 44087 869
87286 28474 444
62278 24190 765
23359 77928 859
48555 33436 734
21978 16978 859
89604 91976 59
64742 88145 102
28549 11671 539
80478 67585 266
74859 86990 102
85972 26700 934
36635 4858 632
16785 36015 103
5053 88567 657
15478 43702 668
47302 10616 840
17522 92157 540
71776 19000 188
39286 11983 40
40141 1390 35
2629 60107 21
98765 83165 216
48077 12683 44
8034 18831 166
40058 34354 801
40264 41043 722
51461 68695 686
28565 5970 167
75708 31382 418
57903 97466 74
6486 97858 282
35796 35611 504
69680 46773 758
54861 31977 925
25127 84818 36
82088 74371 766
15954 4403 955
81895 1252 109
27783 3925 913
50121 16295 102
61827 3856 598
85907 80446 857
34213 92962 427
19925 16399 956
46988 58561 984
29733 11014 39
24853 7702 295
70115 86029 84
90440 58205 201
48543 25288 581
77140 63395 371
87411 40480 355
94921 69008 63
92845 58238 48
32499 94849 179
41591 28460 290
12941 44618 59
10973 95570 242
78335 70067 482
98532 67430 405
10263 26359 712
76636 72603 139
38041 2602 644
85802 87355 543
95806 38375 936
12070 815 961
7183 70938 781
26533 44675 735
78627 99322 404
86331 79017 2
51148 8602 181
4165 37641 359
21453 21694 895
54657 24701 302
68150 20255 346
32981 45088 874
31510 63305 667
71612 12226 143
68244 48901 804
60656 120 292
30581 73223 136
77750 79966 513
33044 82832 515
39125 24701 709
87530 14691 271
84850 18906 364
83291 54482 799
304 41018 394
91633 49224 112
44444 63662 731
90133 44469 591
58744 38267 68
26411 83223 917
40785 88187 910
25781 4041 789
49531 30870 342
46133 23700 520
43733 73291 541
55707 20518 777
31303 6343 344
67000 915 226
30889 16854 82
75837 36064 747
86265 82420 909
39332 77800 513
44287 71846 282
36641 21707 497
98922 48571 829
65206 94793 613
85945 2530 135
54137 63956 463
1006 76798 680
8723 46377 374
11133 29211 614
39047 61988 361
52734 41149 766
73590 37829 838
1784 61949 475
68997 7722 218
3781 31325 638
36365 79978 386
39544 63198 331
37203 47856 80
87405 12879 488
61045 29292 295
52095 73626 367
75009 48792 752
56763 25030 778
29797 22767 261
16228 93010 288
64708 71516 616
55289 2733 776
20436 33517 970
73102 91573 934
54986 69604 443
55217 97833 740
1619 46146 767
766 40756 664
57657 78125 262
78186 6819 29
62862 98120 676
62349 87952 244
23912 24311 60
42304 86585 395
15326 52251 802
89776 67126 50
19423 97908 604
88308 51210 250
14321 97827 857
31702 11613 264
17314 2408 351
36479 1986 991
69327 60741 924
33541 92857 219
4771 30156 413
27966 61548 772
59360 5531 246
39400 20102 607
9299 90213 485
29627 13033 778
43638 63275 296
5780 97932 777
51679 85191 357
56403 63853 844
11454 95417 841
88060 110 635
31522 28501 136
68167 46308 358
18549 5089 863
14357 69055 218
83404 43300 592
43825 49529 116
33183 53965 33
11850 30409 172
34231 81211 133
65557 20072 119
90488 59455 679
36827 14786 18
72176 50406 973
14504 71920 847
63664 99620 646
40132 87954 112
18637 21837 485
49145 12411 822
28017 36647 837
66760 13229 144
87847 82799 481
35078 47692 893
23885 25938 359
66023 95522 274
22421 90460 199
13146 68778 252
55743 53926 967
85589 63763 910
96359 68521 248
57797 2599 39
6642 44803 618
77104 1338 262
13800 9260 410
36829 62254 258
98476 9258 370
66052 32065 86
65413 47096 696
97305 18435 49
28141 79033 610
99398 57227 860
15296 66843 51
3245 67943 166
9661 51000 607
66405 77649 654
74325 60722 74
56733 29024 28
35185 37188 302
54657 57284 495
84102 56974 463
15988 53615 625
99756 7002 585
69450 41017 380
64960 60390 73
85720 12645 905
4499 50274 949
11138 41358 445
16260 71224 323
72437 71284 505
62810 99848 831
28373 31208 644
57685 23620 225
70294 42910 716
50757 37308 321
82308 99922 726
14479 44501 518
61012 15097 780
91142 74980 846
48685 16849 271
55334 96818 768
43568 27977 466
68847 8951 241
57330 23211 258
66722 36656 519
72077 78872 895
25361 62043 387
24296 7322 922
54570 22165 597
15013 27814 140
75253 95128 833
77318 66527 431
87552 53906 311
37711 22498 827
48866 12188 181
1764 90135 921
29860 54598 903
9891 46425 673
6511 2423 639
99154 92594 534
79429 4852 902
44047 94147 46
23268 54597 944
77486 82389 158
34424 31408 26
72301 60450 208
40266 95727 581
40959 96553 322
1151 8975 105
64404 83798 232
80466 6120 594
51686 12322 928
27881 1678 460
46130 97889 307
35551 73715 246
66430 71585 957
15964 99828 684
37401 63114 495
89274 55112 65
35349 11220 180
46338 88524 305
79948 3880 784
14603 66748 889
78781 68782 811
66502 12975 650
34968 78888 460
26110 25673 6
46914 87967 162
29715 10224 499
78323 77208 108
563 84004 846
38053 53919 863
65536 52951 438
33956 64147 493
8255 24528 798
66340 1050 734
32646 69179 677
825 19112 205
3014 29693 381
40995 45316 882
99381 35825 533
6406 97453 800
4422 87440 790
31753 47748 548
64052 37906 386
61039 26236 689
40538 90868 139
77538 49682 568
1912 24272 793
86579 75790 680
4149 62206 707
94603 39790 179
37299 28392 513
9023 76959 119
20068 72629 759
28636 67420 396
73132 21623 348
86381 14457 185
90449 98338 863
16527 67845 948
4678 33287 169
84406 99583 197
28476 17140 587
15167 83692 287
6358 64128 153
16676 65027 873
82696 19141 111
89349 84985 797
44431 10501 660
51048 41812 796
49094 29145 895
52470 24463 349
23391 91381 75
18998 85693 533
48812 92552 294
88206 16031 284
53257 21153 127
9307 18049 767
46071 65713 974
69672 20832 8
10428 54971 181
7563 48919 951
97848 10774 720
60605 34416 869
92250 46411 445
63942 7581 686
78538 53912 333
96971 21292 939
33780 41323 656
44409 31747 923
22458 82113 192
71765 54225 167
70045 69205 486
10566 71077 956
92533 17806 683
66220 36789 562
99855 72600 690
53020 22490 189
9807 206 695
40590 16941 331
34225 5321 691
20426 68808 548
45334 35062 202
27610 95083 339
35179 37036 487
55330 44477 180
18427 53244 36
67562 90305 125
29268 62523 230
60170 5542 825
69774 65955 888
40838 20534 547
91169 6099 229
68600 62872 796
73033 13129 58
52580 44982 703
89971 9198 657
9078 3355 28
87821 84820 342
99285 81862 63
88100 74876 314
90320 20380 890
51603 40044 574
59319 83069 200
17369 53471 542
66913 67896 482
95506 88630 895
45669 53074 219
32259 21136 767
52777 25279 262
58705 14726 273
90 28907 754
51648 82006 462
24852 43456 493
21860 35591 333
53353 22419 202
55151 26020 397
77180 93745 441
69619 69938 420
18365 78441 330
62655 10534 957
17979 73932 781
13892 15807 919
49546 35796 735
53630 54813 956
76373 86208 454
17140 77946 139
69737 95955 151
87164 44649 564
99961 68801 426
54248 15758 523
39332 91566 581
89293 62145 550
62065 54144 123
57615 31080 595
44217 7194 334
5108 6307 14
9836 5995 718
81308 86927 91
41321 70678 348
3557 1636 264
59585 19205 322
60248 72240 896
94877 91988 686
44426 41448 731
3961 40087 121
17691 49893 700
46334 91697 685
69964 32128 481
61128 23650 549
45234 78943 952
38681 18401 297
3741 40496 424
38412 80172 55
21546 22401 805
42513 34322 994
66423 6547 583
31213 77841 28
73540 95630 980
91381 80004 180
50398 4757 533
24827 80422 416
73278 75506 211
72752 30434 466
15486 80339 691
64535 34467 658
95187 13885 631
8681 37968 944
3661 15978 369
71815 54296 961
65254 69204 426
2272 44153 899
28721 67756 129
2692 84976 959
7430 48731 827
38082 69694 240
27446 21767 100
65966 78618 807
98040 1648 523
13201 87131 962
95492 70223 574
15808 27352 57
35952 36520 833
17578 69818 50
10671 44750 614
18943 75604 247
11015 83744 483
72309 45233 143
83282 43166 11
5841 8936 342
14815 88288 544
46992 90507 859
61588 61629 950
37578 90861 46
36189 44160 859
18834 53378 516
4185 16561 530
98855 41000 362
53249 25615 448
59153 85494 138
29933 10767 237
13847 62393 138
56338 78883 836
37737 50884 654
19035 24345 667
49522 50652 830
76703 718 429
14789 51948 835
85776 95815 852
26706 81811 710
20246 7828 695
95982 35126 58
31384 51052 156
96754 43632 555
21304 80816 447
86245 76276 339
58883 75991 926
41489 29126 492
60954 38383 97
21749 99612 375
14282 24618 205
87781 34645 509
18659 48457 182
65464 47855 351
90889 54975 922
88829 8978 511
47971 78213 981
60589 46743 286
7060 59971 773
28462 86039 857
70972 86063 613
72710 90741 324
33731 909 24
35894 91049 155
95323 55489 63
33177 54985 729
42347 54450 769
50726 46065 891
21323 6816 858
73467 1085 246
84739 60722 48
87268 26217 162
57727 89276 291
73709 59922 674
21353 15398 540
18448 44604 346
82483 85363 322
81457 55283 932
20547 65785 951
57871 65282 886
69023 73546 892
48742 49136 424
32494 66124 646
50733 92541 373
84533 28637 313
15233 86912 746
26966 94333 206
43093 50171 716
62566 88141 131
19132 18209 533
84830 59118 71
26917 57768 869
67774 54099 109
44099 35007 264
66106 42060 912
88692 71484 996
20831 6981 639
67704 65000 52
50519 57223 646
70320 64857 417
44217 74204 629
3725 42626 77
55497 36497 769
12494 57878 787
44642 57048 988
12167 99754 431
71959 19673 641
43120 92665 803
18004 18045 727
66823 79169 973
28124 81820 964
71582 31314 194
89017 19807 451
41004 79952 916
17204 12095 361
56043 49214 481
46318 86605 932
78266 53361 887
29558 85909 738
42044 716 664
63736 65549 121
65466 88898 624
39530 62165 633
44829 24029 461
88453 69356 935
86951 34508 384
8739 12421 420
86775 59379 165
21025 38788 986
35790 43726 909
51135 15422 591
24773 50214 609
54733 35826 234
46764 35442 602
23180 6081 755
42220 67895 376
48673 94969 723
37052 38832 802
15610 4918 899
56876 69410 639
15065 21870 70
33705 36601 386
4544 12477 294
54398 83933 321
41590 29489 127
86339 82386 992
2205 90389 308
31269 44294 25
27619 57400 952
34637 40019 743
31129 9954 309
60603 35611 481
82121 23064 501
74604 95433 106
33192 33760 444
89583 34386 201
99844 30046 988
52101 20686 970
39890 35527 962
28782 13564 165
15306 77224 241
38584 56747 636
9520 20288 129
95485 15437 194
76260 33056 370
36367 44248 448
24965 85662 229
51059 38357 820
71757 66904 23
20978 3570 99
77699 28469 813
35043 5453 589
24981 30204 451
56320 55453 224
99823 20863 863
7366 45336 265
61546 59809 772
39661 66338 47
41442 40714 95
52944 13328 658
55304 80776 328
72895 44249 860
61178 297 453
33548 68040 597
7068 62147 418
82413 43431 842
36738 88985 46
78035 85304 103
98516 71598 413
80977 94344 62
81584 16441 618
69726 44252 820
4795 8014 309
16023 44863 115
71604 95435 803
89957 10378 69
64193 28511 73
23461 32950 154
35648 55111 336
71680 91051 926
55887 73985 470
6567 907 119
75196 73228 712
57289 75376 288
98090 55103 833
21382 16961 386
48683 59856 863
47965 69611 688
84009 40896 143
41972 81823 453
91944 45410 505
48381 18967 93
94091 43743 400
33651 48526 399
4775 78413 642
40653 39273 281
13796 24203 109
87621 60244 330
42261 34428 613
11650 13062 428
75208 65037 269
18372 12771 821
33719 80768 735
83456 2453 932
83089 33258 13
55578 88321 469
14277 65580 243
81332 1455 763
12437 95704 270
89617 30402 697
8239 2630 777
86175 33386 676
65538 5105 979
80144 58256 685
3242 13291 597
76075 7014 754
55849 28698 983
63738 93299 674
35561 9475 800
70548 54204 541
75845 47647 850
85380 82767 44
94647 32444 979
47793 28157 888
36744 80356 317
22091 7809 713
82008 58801 143
84923 62254 873
2458 55756 349
96538 39907 866
58071 57889 580
98013 71698 709
82547 81262 115
57234 72039 768
37423 73993 197
15927 42866 638
34677 36333 240
2363 51300 911
25186 16788 608
58365 76 418
86777 67595 981
44670 4890 671
94430 83095 552
7787 79634 938
98153 45052 983
54268 37681 408
94820 75955 756
53664 80994 727
65013 46835 586
66841 68194 239
54181 98745 285
72083 35202 798
58794 56487 342
49483 44923 13
71596 71287 115
76434 32553 939
96871 6532 662
40201 43492 731
59114 16752 217
52635 62270 381
99011 80066 237
55108 9494 209
26680 41211 394
8976 43537 514
98220 19654 321
34555 19892 685
7195 67244 578
66342 43136 256
85278 49515 14
33345 84062 844
18555 54220 597
74843 2334 585
33443 72108 68
79699 86852 593
79746 27924 64
44948 42361 25
49757 12535 342
50308 52602 209
53693 61674 286
10684 83462 363
16920 17962 738
60742 41033 268
4266 78154 834
93799 80669 276
23084 78094 505
95898 74546 856
74810 61828 708
71478 34868 170
80146 17350 450
86910 2548 166
64370 96222 467
40209 76217 959
50238 97002 141
22862 2672 851
26969 61059 542
12577 27013 340
89773 32968 432
44262 68855 102
28771 66711 932
99244 41097 614
93189 34482 74
17246 80104 44
74146 51148 909
60707 70486 611
77659 3718 269
81721 35495 341
12084 94917 136
79727 1198 172
66950 80108 835
92193 68937 903
94883 85467 75
80340 21083 269
91284 43474 990
50948 22747 798
34157 82220 59
487 2027 665
93541 49261 87
56841 16133 900
1119 38574 361
12672 14680 901
47201 37808 417
60296 10547 434
27200 76942 8
13888 23525 730
98522 39662 142
42577 93625 769
43856 27912 179
7689 70965 987
37410 70844 714
9069 93876 551
59597 50219 848
83259 29620 583
49268 81003 335
59497 33096 940
7638 20413 515
8756 38958 660
20713 71679 314
44526 47578 41
69822 45333 174
91957 85357 787
42541 4047 951
50947 87922 911
77902 46097 659
1638 19168 712
18919 33004 904
13530 21841 246
3413 35185 767
7611 77093 535
43081 62169 315
43257 25608 887
77062 92571 900
57775 89005 585
94121 38782 100
80542 37960 976
33559 3048 538
56364 29484 180
2746 90356 282
36839 4192 948
19148 50553 15
8179 95300 171
34149 31247 958
89288 58316 876
29016 15812 280
41664 61174 237
40748 476 554
65416 45539 500
95303 34108 13
51991 26418 313
613 92923 962
43903 34519 129
30303 93159 699
72366 90946 599
91835 91274 487
72387 41540 100
30709 49615 191
71353 67029 24
33660 44800 996
37160 52564 292
68787 32441 658
79291 90278 121
12066 66912 130
99781 48139 411
42331 85561 666
30715 10290 171
78895 92990 9
33029 35389 854
59859 51125 254
46625 96313 493
86031 85797 265
95907 98370 616
6530 2472 980
36323 28816 364
44372 4715 205
96518 78928 160
86332 57769 400
35326 17907 585
27144 72486 246
74722 55859 995
90987 54176 681
99205 31159 832
18301 58036 278
10217 20306 489
42298 7954 719
31819 96417 72
236 76583 468
63702 29212 699
13723 20789 547
95870 32486 87
26067 45112 534
31552 30011 99
54851 57401 908
4189 67392 341
27459 80602 153
76020 68768 136
22430 40658 292
98757 31483 272
78521 98074 992
94531 56558 799
90298 26562 997
57155 65994 792
21491 8176 303
77139 86523 757
43621 59671 952
87076 24741 299
69538 74149 862
53235 11445 823
69075 75036 662
64413 27271 789
1673 10673 941
58537 93146 646
38281 36997 103
11121 29526 18
4477 74261 439
26349 16758 729
62677 81236 3
95284 59565 764
98815 36882 476
57046 16452 620
85113 70434 349
36905 59662 302
33640 28931 303
82125 47700 477
76291 46288 426
9373 81716 290
31021 86537 301
67963 37149 652
48953 28148 716
84728 52320 605
79092 48464 47
22244 99349 886
66747 88404 496
64575 5425 153
53417 7841 911
40891 15159 598
69614 88487 56
35471 58038 968
73177 22642 574
51384 44769 227
73531 7457 617
58331 28448 398
89886 40749 667
25368 22117 449
48751 88615 250
14908 79503 653
54679 5772 887
93850 66193 795
73719 61272 169
51681 86181 175
99046 60423 32
